token_count,rank_host,rank_country,ASNno,sec_sen_word_cnt,avg_token_length,No_of_dots,malicious,Length_of_url,avg_path_token,IPaddress_presence,Length_of_host,safebrowsing,URL,host,avg_domain_token_length,path_token_count,path,largest_domain,domain_token_count,largest_path,largest_token
9,6713667,-1,-1,0,6.666666667,4,1,73,7.166666667,0,14,0,http://temporizar.com/admin/componentes/uploadima/uploads/nn/TkRRNE1ET...,temporizar.com,6.5,6,/admin/componentes/uploadima/uploads/nn/TkRRNE1ET...,10,2,11,11
6,-1,-1,-1,0,5.166666667,1,1,39,5.666666667,0,11,1,http://terry66.com/omotayo/squar/KE11Y/,terry66.com,5,3,/omotayo/squar/KE11Y/,7,2,7,7
6,-1,-1,-1,0,3.666666667,2,1,29,4,0,12,0,http://test-biz.com/codec.exe,test-biz.com,3.333333333,2,/codec.exe,4,3,5,5
5,-1,-1,-1,0,6.2,2,1,37,4,0,20,0,http://testdomainforapi.com/codec.exe,testdomainforapi.com,9.5,2,/codec.exe,16,2,5,16
5,-1,-1,26496,0,5.2,2,1,32,4,0,15,0,http://testdomains.net/codec.exe,testdomains.net,7,2,/codec.exe,11,2,5,11
4,-1,-1,46562,0,5.75,1,1,29,4,0,16,0,http://thebeerbaron.com/loan/,thebeerbaron.com,7.5,1,/loan/,12,2,4,12
6,-1,-1,-1,0,5.5,2,1,40,3.5,0,24,0,http://thebestwaytofind.cn:8080/load.php,thebestwaytofind.cn:8080,7.333333333,2,/load.php,16,3,4,16
7,-1,-1,-1,0,8.857142857,4,1,73,9,0,23,1,http://theboonhousebonaire.com/wp-content/cmscvnzxeruwmn/3d7cb50b5a861...,theboonhousebonaire.com,11,4,/wp-content/cmscvnzxeruwmn/3d7cb50b5a861...,19,2,14,19
5,-1,-1,-1,0,6.6,2,1,39,4,0,22,0,http://thehealthisgoldcom.com/codec.exe,thehealthisgoldcom.com,10.5,2,/codec.exe,18,2,5,18
6,-1,-1,-1,0,5,2,1,37,3.5,0,21,0,http://thelitelocate.cn:8080/load.php,thelitelocate.cn:8080,6.333333333,2,/load.php,13,3,4,13
11,15849585,-1,25653,0,5.272727273,5,1,73,4.8,0,12,1,http://thelyrics.eu/e4z/user/products/viewer.php?userid=example@domain...,thelyrics.eu,5.5,5,/e4z/user/products/viewer.php,9,2,8,9
3,-1,-1,40034,0,6.333333333,1,1,23,0,0,16,0,http://themoodmusic.com,themoodmusic.com,7.5,0,,12,2,0,12
8,19966742,-1,10778,0,7.625,4,1,73,9,0,13,0,http://tiemporeal.cl/admin/Verification/customer_center/customer-IDPP0...,tiemporeal.cl,6,5,/admin/Verification/customer_center/customer-IDPP0...,10,2,15,15
7,233860,-1,46606,0,4.714285714,2,1,41,4,0,14,0,http://timesports.com/cgi/home/index.html,timesports.com,6.5,4,/cgi/home/index.html,10,2,5,10
4,59816,40805,62567,0,4,1,1,21,6,0,7,0,http://tiny.cc/lnttly,tiny.cc,3,1,/lnttly,4,2,6,6
4,5237,2369,-1,0,5.5,1,1,27,8,0,11,0,http://tinyurl.com/y7yoyw8m,tinyurl.com,5,1,/y7yoyw8m,7,2,8,8
11,-1,-1,9228,0,5.272727273,5,1,73,6.571428571,0,10,0,http://tlni.co.id/sparepart_tvmi/core/class/phpexcel/PHPExcel/Shared/E...,tlni.co.id,2.666666667,7,/sparepart_tvmi/core/class/phpexcel/PHPExcel/Shared/E...,4,3,14,14
5,-1,-1,-1,0,6.4,1,1,39,5,0,19,-1,http://todochiceventos.com/sos/PDFFILE/,todochiceventos.com,9,2,/sos/PDFFILE/,15,2,7,15
7,-1,-1,-1,0,4.714285714,2,1,41,5.5,0,13,0,http://topscann4.com/download.php?id=2004,topscann4.com,6,2,/download.php,9,2,8,9
8,-1,-1,26496,1,3.625,4,1,38,3.4,0,9,1,http://tostus.co/a0l.login/www.aol.com,tostus.co,4,5,/a0l.login/www.aol.com,6,2,5,6
10,16845239,-1,15967,1,5.8,11,1,73,8,0,17,0,http://tpsob.sibg.org.pl/https.secure.payidra.accontdetails.changedir....,tpsob.sibg.org.pl,3.5,5,/https.secure.payidra.accontdetails.changedir....,5,4,13,13
5,20967938,-1,33494,0,12.8,4,1,73,20,0,21,0,http://tran360securities.com/osoososis/421b0bb34445aaeca8034a475d86fc5...,tran360securities.com,10,2,/osoososis/421b0bb34445aaeca8034a475d86fc5...,17,2,31,31
6,-1,-1,33182,0,5.666666667,2,1,42,4.5,0,23,1,http://trinityeducation.edu.np/admin/dpbx/,trinityeducation.edu.np,7,2,/admin/dpbx/,16,3,5,16
6,5469881,26083,-1,1,7,4,1,53,6.666666667,0,19,0,http://trustislamilife.com/images/account/restore/...,trustislamilife.com,9,3,/images/account/restore/...,15,2,7,15
3,-1,-1,-1,0,6.333333333,1,1,24,0,0,16,1,http://tuikuancidfi.win/,tuikuancidfi.win,7.5,0,/,12,2,0,12
4,-1,-1,-1,0,7,1,1,34,0,0,26,0,http://turkishairlines-survey.com/,turkishairlines-survey.com,8,0,/,15,3,0,15
5,155320,23868,199420,0,2.4,1,1,18,2.5,0,4,0,http://u.to/Jwr-Dw,u.to,1.5,2,/Jwr-Dw,2,2,3,4
5,155320,23868,199420,0,2.4,1,1,18,2.5,0,4,0,http://u.to/uzT-Dw,u.to,1.5,2,/uzT-Dw,2,2,3,4
9,-1,-1,16397,0,6.444444444,6,1,73,7.4,0,19,0,http://ultravioleta.com.br/webalizer/-/2017/Atualizacao.Santander-evit...,ultravioleta.com.br,5.666666667,5,/webalizer/-/2017/Atualizacao.Santander-evit...,12,3,11,12
7,7824931,-1,-1,1,4.571428571,2,1,41,4,0,12,-1,http://unibravo.com/media/indx.php?login=,unibravo.com,5.5,3,/media/indx.php,8,2,5,8
9,6643184,9431,16010,0,6.666666667,4,1,73,8.333333333,0,7,0,http://unig.ge/unig-admin/modules/MENU/loggingintoyouraccount/security...,unig.ge,3,6,/unig-admin/modules/MENU/loggingintoyouraccount/security...,4,2,22,22
9,26562,15870,-1,0,4.444444444,5,1,54,4.2,0,17,0,http://unsub.cmail19.com/t/r-u-ykhujykk-hkildjhrlu/...,unsub.cmail19.com,5,5,/t/r-u-ykhujykk-hkildjhrlu/...,7,3,10,10
4,3821252,-1,-1,0,4,1,1,21,3,0,10,0,http://urlfat.com/4MJ,urlfat.com,4.5,1,/4MJ,6,2,3,6
4,5026829,-1,30186,0,5.5,1,1,27,7,0,12,0,http://urlsmall.net/rome500,urlsmall.net,5.5,1,/rome500,8,2,7,8
12,-1,-1,-1,2,4.75,12,1,73,0,0,66,0,http://us.battle.net.login.login.xml.account.support.html.blizzard-gam...,us.battle.net.login.login.xml.account.support.html.blizzard-gam...,4.818181818,0,,8,11,0,8
12,-1,-1,-1,2,4.75,12,1,73,0,0,66,0,http://us.battle.net.login.login.xml.account.support.html.blizzard-pas...,us.battle.net.login.login.xml.account.support.html.blizzard-pas...,4.818181818,0,,8,11,0,8
10,-1,-1,-1,0,5.9,6,1,73,0,0,66,0,http://usaa.com-inet-truememberent-iscaddetour-savings-home.wrmcloud.e...,usaa.com-inet-truememberent-iscaddetour-savings-home.wrmcloud.e...,6.111111111,0,,13,9,0,13
5,-1,-1,-1,0,4.4,2,1,28,4,0,11,0,http://usrv103.com/ik9ok.y97,usrv103.com,5,2,/ik9ok.y97,7,2,5,7
5,4036785,-1,-1,0,7.8,5,1,49,7,0,30,0,http://uzi.unifiedenergysolutions.com/revenue/...,uzi.unifiedenergysolutions.com,9.333333333,1,/revenue/...,22,3,7,22
6,4036785,-1,-1,0,10.5,5,1,73,15.5,0,30,0,http://uzi.unifiedenergysolutions.com/revenue/4c20ce70a319dd933d8d2046...,uzi.unifiedenergysolutions.com,9.333333333,2,/revenue/4c20ce70a319dd933d8d2046...,22,3,24,24
10,12541387,-1,26496,0,5.9,4,1,73,6.428571429,0,11,0,http://v9homes.com/wp-content/plugins/so-widgets-bundle/menu_parse_sim...,v9homes.com,5,7,/wp-content/plugins/so-widgets-bundle/menu_parse_sim...,7,2,14,14
8,12541387,-1,26496,0,7.625,4,1,73,9.4,0,11,0,http://v9homes.com/wp-includes/Requests/Cookie/product_sidemenu_insert...,v9homes.com,5,5,/wp-includes/Requests/Cookie/product_sidemenu_insert...,7,2,23,23
7,-1,-1,42366,0,6,6,1,53,3.5,0,34,0,http://vempracaixa-beneficiofgts.16mb.com/home.php...,vempracaixa-beneficiofgts.16mb.com,7.75,2,/home.php...,13,4,4,13
5,-1,-1,47583,0,6.6,2,1,40,0,0,32,0,http://vempracaixa-fgtsinativo.16mb.com/,vempracaixa-fgtsinativo.16mb.com,7.25,0,/,11,4,0,11
9,7100232,-1,22611,0,5,6,1,58,3,0,28,1,http://ventricuncut.nfcfhosting.com/Yhaoo/Yah/T/Y1.html...,ventricuncut.nfcfhosting.com,8.666666667,5,/Yhaoo/Yah/T/Y1.html...,12,3,5,12
6,-1,-1,26496,0,3.666666667,3,1,29,3.5,0,13,1,http://veoolia.co.uk/cas.html,veoolia.co.uk,3.666666667,2,/cas.html,7,3,4,7
4,-1,-1,7830,0,4.25,1,1,22,0,0,15,0,http://viabcp-com.info,viabcp-com.info,4.333333333,0,,6,3,0,6
9,20322364,-1,-1,0,5.444444444,6,1,62,6.2,0,16,0,http://vibracoes.com.br/images/database/template/Verify.php...,vibracoes.com.br,4.666666667,5,/images/database/template/Verify.php...,9,3,8,9
5,-1,-1,47583,0,6,2,1,37,5,0,23,1,http://viewmatchphoto.16mb.com/photo/,viewmatchphoto.16mb.com,7,1,/photo/,14,3,5,14
4,-1,-1,47583,0,7.25,2,1,35,0,0,27,1,http://viewpreviewsphotos.16mb.com/,viewpreviewsphotos.16mb.com,8.333333333,0,/,18,3,0,18
9,-1,-1,132644,0,6.666666667,4,1,73,6,0,21,0,http://viletikanjpsaputra.id/image/tiki_jne/new-wells/Update%20Notific...,viletikanjpsaputra.id,10,6,/image/tiki_jne/new-wells/Update%20Notific...,18,2,9,18
10,15514532,-1,27823,0,5.9,6,1,73,5.833333333,0,22,1,http://vintageelectric.com.ar/components/com_users/models/safe/index.h...,vintageelectric.com.ar,6.666666667,6,/components/com_users/models/safe/index.h...,15,3,10,15
6,-1,-1,25467,0,3.666666667,1,1,30,2,0,13,1,http://vizitkarte.ws/bu/cd/cd/,vizitkarte.ws,6,3,/bu/cd/cd/,10,2,2,10
5,-1,-1,7830,0,7,1,1,42,11,0,10,0,http://vlabcp.net/bcep/OperaclonesEnLlnea/,vlabcp.net,4.5,2,/bcep/OperaclonesEnLlnea/,6,2,18,18
7,-1,-1,-1,0,6,4,1,54,4.25,0,22,1,http://vouninceernouns.online/mijn-php-inloggen-nl/...,vouninceernouns.online,10.5,4,/mijn-php-inloggen-nl/...,15,2,8,15
10,286162,23991,30058,0,5.8,7,1,73,6.6,0,24,0,http://vps42056.lws-hosting.com/~amelicentre/Portail.ameli.assur/Porta...,vps42056.lws-hosting.com,5.25,5,/~amelicentre/Portail.ameli.assur/Porta...,8,4,11,11
3,-1,-1,36351,0,8.333333333,1,1,30,0,0,22,0,http://vwwsantandermobile.com/,vwwsantandermobile.com,10.5,0,/,18,2,0,18
10,51850,2569,25519,0,5.9,5,1,73,6.333333333,0,19,1,http://w3livebr.beget.tech/assurance-maladie/fr-id/PortailAS/appmanage...,w3livebr.beget.tech,5.666666667,6,/assurance-maladie/fr-id/PortailAS/appmanage...,8,3,9,9
9,14946225,-1,1785,0,5.444444444,2,1,59,5,0,16,0,http://warrenpolice.com/modules/mod_menu/tmpl/Login.do/home,warrenpolice.com,7.5,6,/modules/mod_menu/tmpl/Login.do/home,12,2,8,12
12,20004035,-1,13213,0,4.75,7,1,73,4,0,18,0,http://wearthehangers.com/wp-content/cache/tmp/fidelity.com.8mins.ec/s...,wearthehangers.com,8.5,9,/wp-content/cache/tmp/fidelity.com.8mins.ec/s...,14,2,8,14
10,-1,-1,-1,0,5.9,8,1,73,0,0,66,0,http://web.whatsapp-messenger.security-contact.www.whatsapp-suppert1.i...,web.whatsapp-messenger.security-contact.www.whatsapp-suppert1.i...,6.111111111,0,,9,9,0,9
7,825466,93479,12312,0,8.571428571,6,1,73,32,0,26,0,http://web1849.jenny.webhoster.ag/BCE2763A18FCA52F2116158A9D667485//?s...,web1849.jenny.webhoster.ag,5.75,1,/BCE2763A18FCA52F2116158A9D667485//,9,4,32,32
7,825466,93479,12312,0,8.571428571,6,1,73,32,0,26,0,http://web1849.jenny.webhoster.ag/FCD968096B7F428E99F6E54BE4FD34E8//?s...,web1849.jenny.webhoster.ag,5.75,1,/FCD968096B7F428E99F6E54BE4FD34E8//,9,4,32,32
12,1220570,307605,-1,0,4.083333333,8,1,65,3.625,0,18,0,http://webmail.fidnet.com/versions/webmail/12.9.3-RC/index.php...,webmail.fidnet.com,5.333333333,8,/versions/webmail/12.9.3-RC/index.php...,7,3,8,8
12,4872990,-1,-1,1,4.75,8,1,73,4.666666667,0,12,0,http://websitez.com/wp-includes/css/login.alibaba.com/login.alibaba.co...,websitez.com,5.5,9,/wp-includes/css/login.alibaba.com/login.alibaba.co...,8,2,8,8
6,-1,-1,-1,0,4.333333333,2,1,33,3.333333333,0,13,0,http://wedmoney.info/123/cfg5.bin,wedmoney.info,6,3,/123/cfg5.bin,8,2,4,8
7,7907408,-1,11281,0,8.714285714,4,1,73,6,0,34,0,http://wellsfargodealerservicesreview.com/wells-fargo-dealer-services-...,wellsfargodealerservicesreview.com,16.5,4,/wells-fargo-dealer-services-...,30,2,8,30
9,-1,-1,-1,0,5.888888889,7,1,66,4,0,32,0,http://whatsapp.messenger02.indhove.com/index.php?id=1PRXSJXSJV...,whatsapp.messenger02.indhove.com,7.25,2,/index.php,11,4,5,11
5,14876515,-1,26496,0,7,2,1,41,7.5,0,17,0,http://whistlewizard.com/compliments.html,whistlewizard.com,8,2,/compliments.html,13,2,11,13
9,8040381,-1,26496,0,6.666666667,4,1,73,5.333333333,0,25,0,http://windmillpointebrewing.com/wp-content/uploads/wysija/themes/abri...,windmillpointebrewing.com,12,6,/wp-content/uploads/wysija/themes/abri...,21,2,7,21
10,-1,-1,-1,0,5.8,6,1,73,6,0,21,0,http://worldwideevents.co.in/wp-includes/dhltracking/index1.php?email=...,worldwideevents.co.in,6.333333333,5,/wp-includes/dhltracking/index1.php,15,3,11,15
3,946118,-1,16276,0,7.666666667,1,1,28,0,0,20,0,http://writingjobincome.com/,writingjobincome.com,9.5,0,/,16,2,0,16
8,173970,42812,32244,0,7.625,6,1,73,4.5,0,17,0,http://www.5badfoods.com/4100a.html?voluumdata=BASE64dmlkLi4wMDAwMDAwY...,www.5badfoods.com,5,2,/4100a.html,9,3,5,23
7,11990682,-1,23650,0,3.857142857,3,1,35,4.333333333,0,12,0,http://www.66hq.com/shop/roofed.php,www.66hq.com,3.333333333,3,/shop/roofed.php,4,3,6,6
8,192044,57471,199429,0,4.125,2,1,42,4.333333333,0,19,0,http://www.800-numbers.net/bank-of-america,www.800-numbers.net,4,3,/bank-of-america,7,4,7,7
4,-1,-1,56364,0,5,2,1,26,0,0,18,1,http://www.918service.top/,www.918service.top,5.333333333,0,/,10,3,0,10
6,1378117,96414,1267,0,7.166666667,5,1,54,9,0,23,0,http://www.abitarebellante.com/franke-rubinetteria/...,www.abitarebellante.com,7,2,/franke-rubinetteria/...,15,3,12,15
13,-1,-1,46606,0,4.307692308,6,1,73,4.4,0,23,0,http://www.ads-info-notify.biz/uss/Payment-update-01.html?fb_source=bo...,www.ads-info-notify.biz,3.8,5,/uss/Payment-update-01.html,6,5,7,9
12,-1,-1,46606,0,4.666666667,6,1,73,5.25,0,23,0,http://www.ads-info-notify.biz/uss/recovery-answer.html?=10065877425?f...,www.ads-info-notify.biz,3.8,4,/uss/recovery-answer.html,6,5,8,11
7,-1,-1,43146,0,5.142857143,3,1,44,6,0,16,0,http://www.albicocca.ru/fm/Chase_Online.html,www.albicocca.ru,4.666666667,3,/fm/Chase_Online.html,9,3,12,12
8,-1,-1,-1,0,4.375,3,1,45,3,0,29,0,http://www.aplicativo-mobile2.com.br/cho/col/,www.aplicativo-mobile2.com.br,5,2,/cho/col/,10,5,3,10
9,-1,-1,-1,0,5.333333333,6,1,62,6.333333333,0,29,0,http://www.aplicativo-mobile2.com.br/cho/col/index81127app/...,www.aplicativo-mobile2.com.br,5,3,/cho/col/index81127app/...,10,5,13,13
8,-1,-1,36351,1,6.625,7,1,66,5.25,0,30,0,http://www.apsresidentialservices.com/images/login.alibaba.com/...,www.apsresidentialservices.com,9.333333333,4,/images/login.alibaba.com/...,22,3,7,22
10,-1,-1,46606,0,5.9,5,1,73,7.5,0,12,1,http://www.aptra.mx/wp-includes/SimplePie/jj2/jj2/a6057e0a1daaf8f5ebe0...,www.aptra.mx,3.333333333,6,/wp-includes/SimplePie/jj2/jj2/a6057e0a1daaf8f5ebe0...,5,3,20,20
11,26144875,-1,18042,0,5.272727273,6,1,73,6.333333333,0,19,0,http://www.artstone.com.tw/cn/images/vtemgallery/watermark/cshakre/cha...,www.artstone.com.tw,4,6,/cn/images/vtemgallery/watermark/cshakre/cha...,8,4,11,11
10,-1,-1,-1,0,5.9,6,1,73,5.666666667,0,43,1,http://www.assurance-ameli.fr-remboursement.online/Ameli/PortailAS/app...,www.assurance-ameli.fr-remboursement.online,6.333333333,3,/Ameli/PortailAS/app...,13,6,9,13
9,-1,-1,-1,0,6.666666667,5,1,73,7.4,0,21,1,http://www.audumbarfarms.com/wp-includes/Text/nb/227c70ffa8d56d75560e8...,www.audumbarfarms.com,6.333333333,5,/wp-includes/Text/nb/227c70ffa8d56d75560e8...,13,3,21,21
6,22389175,-1,15895,0,5.833333333,3,1,42,7,0,27,0,http://www.autoinformcentre.com.ua/cgi_bin,www.autoinformcentre.com.ua,6,1,/cgi_bin,16,4,7,16
6,-1,-1,35221,0,5.166666667,2,1,38,3.5,0,22,1,http://www.awrqpublishing.net/bh/Adobe,www.awrqpublishing.net,6.666666667,2,/bh/Adobe,14,3,5,14
11,5155369,-1,9891,0,5.272727273,6,1,73,5,0,27,0,http://www.bangkoktravelclub.co.th/admin-new/temppic/jp/paglg/personas...,www.bangkoktravelclub.co.th,6,6,/admin-new/temppic/jp/paglg/personas...,17,4,8,17
9,9108262,-1,-1,0,6.666666667,6,1,73,10.75,0,16,1,http://www.barja.gov.lb/aaa/docusign/verifylogin/fa060d05568196f2530ca...,www.barja.gov.lb,3.25,4,/aaa/docusign/verifylogin/fa060d05568196f2530ca...,5,4,21,21
10,17752662,-1,-1,0,5.9,5,1,73,6.333333333,0,19,1,http://www.bataviaexim.com/c/WellsLINK/WellsLINK/WellsLINK/WellsLINK/W...,www.bataviaexim.com,5.666666667,6,/c/WellsLINK/WellsLINK/WellsLINK/WellsLINK/W...,11,3,9,11
10,20448285,-1,34233,0,5.8,5,1,73,5.833333333,0,21,0,http://www.benbleeuwarden.nl/wp-content/plugins/akismet/nxt/boaaccess/...,www.benbleeuwarden.nl,6.333333333,6,/wp-content/plugins/akismet/nxt/boaaccess/...,14,3,9,14
10,5348476,-1,-1,0,5.9,6,1,73,6.75,0,17,0,http://www.bengalinn.com/websitemap/oldboa/thankyou.php?zY3JpcHQ%20DQo...,www.bengalinn.com,5,4,/websitemap/oldboa/thankyou.php,9,3,10,10
5,-1,-1,46562,0,5.4,2,1,34,4,0,21,1,http://www.bgreenjakarta.com/MIEN/,www.bgreenjakarta.com,6.333333333,1,/MIEN/,13,3,4,13
8,9747920,-1,36352,0,3.375,4,1,36,4,0,14,0,http://www.bist.ac.bd/cgi/index.html,www.bist.ac.bd,2.75,3,/cgi/index.html,4,4,5,5
10,9875274,-1,12824,0,5.2,7,1,67,5,0,32,1,http://www.blog.crowdfundingplace.co.uk/wp-includes/js/vestecol/...,www.blog.crowdfundingplace.co.uk,5.6,4,/wp-includes/js/vestecol/...,17,5,8,17
10,-1,-1,-1,0,4.5,5,1,59,4.333333333,0,17,1,http://www.careydunn.com/sites/all/themes/mayo/css/excel...,www.careydunn.com,5,6,/sites/all/themes/mayo/css/excel...,9,3,6,9
11,-1,-1,-1,0,5.181818182,7,1,73,4.571428571,0,23,-1,http://www.carreloadmailer.com/yahoo.com/yahoo.com%20[Lastet%20Update]...,www.carreloadmailer.com,7,7,/yahoo.com/yahoo.com%20[Lastet%20Update]...,15,3,8,15
6,2031189,-1,5693,0,5.666666667,2,1,41,13,0,20,0,http://www.cbhonig-bell.com/chrissiemoran,www.cbhonig-bell.com,4.25,1,/chrissiemoran,7,4,13,13
7,-1,-1,32244,0,8.857142857,5,1,73,5,0,45,1,http://www.centrodeotorrinolaringologiayalergias.com/resp/ppp/docusign...,www.centrodeotorrinolaringologiayalergias.com,14.33333333,3,/resp/ppp/docusign...,37,3,8,37
9,-1,-1,46606,0,6.666666667,6,1,73,9.75,0,20,1,http://www.cginetwork.co.id/demo/nupmk3/GogA/052d3162b9556fa10fd30ee31...,www.cginetwork.co.id,4.25,4,/demo/nupmk3/GogA/052d3162b9556fa10fd30ee31...,10,4,25,25
9,-1,-1,30693,1,4.777777778,5,1,57,4.166666667,0,14,0,https://docroundup.com/mrr-ftp/pf9rL/dLW6T/signin.php?...,docroundup.com,6.5,6,/mrr-ftp/pf9rL/dLW6T/signin.php,10,2,6,10
9,-1,-1,46606,0,6.666666667,6,1,73,9.75,0,20,1,http://www.cginetwork.co.id/demo/nupmk3/GogA/9f1ab236fdd37b3326ec4db0b...,www.cginetwork.co.id,4.25,4,/demo/nupmk3/GogA/9f1ab236fdd37b3326ec4db0b...,10,4,25,25
6,43762,21208,36351,0,4.5,2,1,34,6,0,13,0,http://www.clkmr.com/Alex007/udimi,www.clkmr.com,3.666666667,2,/Alex007/udimi,5,3,7,7
8,-1,-1,26347,0,7.625,5,1,73,10,0,19,1,http://www.contacthawk.com/templates/beez5/blog/9315c17a75f37816639dcf...,www.contacthawk.com,5.666666667,4,/templates/beez5/blog/9315c17a75f37816639dcf...,11,3,22,22
4,10401187,-1,32475,0,6.25,2,1,31,0,0,23,0,http://www.countdownrocket.com/,www.countdownrocket.com,7,0,/,15,3,0,15
6,-1,-1,33182,0,5.5,2,1,40,6.5,0,18,0,http://www.cyprusibcs.com/polakis-sarris,www.cyprusibcs.com,5.333333333,2,/polakis-sarris,10,3,7,10
9,-1,-1,46606,1,6.555555556,5,1,73,9,0,32,0,http://www.department-acces-account.com/maintenance-facebook/recovery-...,www.department-acces-account.com,5.6,3,/maintenance-facebook/recovery-...,10,5,11,11
10,-1,-1,29854,0,5.9,5,1,73,7.166666667,0,14,0,http://www.djombo.com/wp-admin/user/index/netease_direction_page/write...,www.djombo.com,4,6,/wp-admin/user/index/netease_direction_page/write...,6,3,22,22
8,11393805,-1,20013,0,4.375,3,1,44,4.25,0,16,1,http://www.dpsnabha.com/acc/dropbox/none.php,www.dpsnabha.com,4.666666667,4,/acc/dropbox/none.php,8,3,7,8
7,5918082,-1,34274,0,8.714285714,5,1,73,12.66666667,0,21,1,http://www.edelectronica.com/modules/blockpermanentlinks/translations/...,www.edelectronica.com,6.333333333,3,/modules/blockpermanentlinks/translations/...,13,3,19,19
8,-1,-1,51559,0,4.25,3,1,43,4.5,0,14,1,http://www.ehayde.com/admin/sayfa/index.php,www.ehayde.com,4,4,/admin/sayfa/index.php,6,3,5,6
6,37487,509,8517,0,3.5,4,1,29,0,0,21,0,http://www.ehm.yildiz.edu.tr/,www.ehm.yildiz.edu.tr,3.4,0,/,6,5,0,6
8,12095320,-1,-1,1,7.625,6,1,73,12,0,11,0,http://www.el10.pe/cp_has_ch1/db4aea8ffccfe747cba37d36bd34f3bc/login.p...,www.el10.pe,3,4,/cp_has_ch1/db4aea8ffccfe747cba37d36bd34f3bc/login.p...,4,3,32,32
12,12518033,-1,32244,0,4.75,7,1,73,5.142857143,0,20,0,http://www.enviropro.com.mx/wp-includes/css/X3D-Domain/boxMrenewal.php...,www.enviropro.com.mx,4.25,7,/wp-includes/css/X3D-Domain/boxMrenewal.php...,9,4,11,11
8,468633,1731,8560,0,7.625,6,1,73,4,0,15,0,http://www.esproxy.com/index.php?q=aHR0cDovL3RlbGVwaG9uZS1hbGVydGUuMDA...,www.esproxy.com,4.333333333,2,/index.php,7,3,5,35
5,13713808,-1,36024,0,4.4,2,1,29,2,0,18,0,http://www.estivalert.com/bi/,www.estivalert.com,5.333333333,1,/bi/,10,3,2,10
5,-1,-1,-1,0,6.6,2,1,40,7,0,24,0,http://www.eustishomevalues.com/contact/,www.eustishomevalues.com,7.333333333,1,/contact/,16,3,7,16
9,9217773,-1,20013,0,6.666666667,6,1,73,8.75,0,24,1,http://www.evofitnessshop.co.uk/Configsets/chase/verification/E6D3C2B2...,www.evofitnessshop.co.uk,5.25,4,/Configsets/chase/verification/E6D3C2B2...,14,4,12,14
7,-1,-1,35393,0,4.285714286,2,1,39,5,0,19,0,http://www.fax-mailing.pro/fax-mailing/,www.fax-mailing.pro,4,2,/fax-mailing/,7,4,7,7
6,20362387,-1,-1,0,4.166666667,3,1,33,0,0,25,1,http://www.femsa-cocacola.com.mx/,www.femsa-cocacola.com.mx,4.2,0,/,8,5,0,8
6,-1,-1,11014,0,4.666666667,3,1,36,8,0,19,1,http://www.fenixmza.com.ar/newdocxb/,www.fenixmza.com.ar,4,1,/newdocxb/,8,4,8,8
7,5154694,-1,-1,0,5,3,1,43,5,0,18,0,http://www.forwarderz.com/Payment-Mode.txt1,www.forwarderz.com,5.333333333,3,/Payment-Mode.txt1,10,3,7,10
11,-1,-1,-1,0,5.090909091,3,1,68,5.4,0,29,0,http://www.free-videos-download.info/dnk001/video/download/movie.php,www.free-videos-download.info,5,5,/dnk001/video/download/movie.php,8,5,8,8
6,-1,-1,46606,0,10.5,5,1,73,16.5,0,28,1,http://www.gabanikidneyhospital.com/Login/bb3c0397037abb70c44561982e54...,www.gabanikidneyhospital.com,8.666666667,2,/Login/bb3c0397037abb70c44561982e54...,20,3,28,28
6,-1,-1,-1,0,10.5,5,1,73,21,0,19,1,http://www.garderiejal.com/R8eU3g8ItLpn6rBuNrwA3e6t9Vp5W/Rb2awGy56uyHg...,www.garderiejal.com,5.666666667,2,/R8eU3g8ItLpn6rBuNrwA3e6t9Vp5W/Rb2awGy56uyHg...,11,3,29,29
11,12389123,-1,-1,0,5.181818182,7,1,73,5.333333333,0,24,1,http://www.geisonimoveis.com.br/arquivos/noticias/china%20auto/gab/en....,www.geisonimoveis.com.br,5.25,6,/arquivos/noticias/china%20auto/gab/en....,13,4,8,13
8,-1,-1,6724,0,7.375,5,1,73,32,0,18,0,http://www.gerther-vgm.de/6010BF09C30628AA892102726FFA0098//?sec=Steli...,www.gerther-vgm.de,3.75,1,/6010BF09C30628AA892102726FFA0098//,7,4,32,32
14,19109983,-1,-1,0,3.928571429,5,1,73,4,0,13,1,http://www.gopex.net/wp-includes/icon/cap1-360/cap1-360/cap1-360/4afed...,www.gopex.net,3.666666667,10,/wp-includes/icon/cap1-360/cap1-360/cap1-360/4afed...,5,3,8,8
10,24732568,-1,-1,0,5.8,7,1,73,0,0,38,0,http://www.gppixelworkscom.domainschooner.org/?d=gppixelworks.com&p=07...,www.gppixelworkscom.domainschooner.org,8.75,0,/,15,4,0,15
10,1088646,24667,13287,0,3.9,6,1,53,2.833333333,0,20,0,http://www.grupopromedia.es/css/GD1-1/GD/index.php...,www.grupopromedia.es,6,6,/css/GD1-1/GD/index.php...,13,3,5,13
8,6298451,-1,-1,0,4.5,4,1,45,3.333333333,0,25,0,http://www.gtimultimarcas.com.br/Js/index.php,www.gtimultimarcas.com.br,5.5,3,/Js/index.php,14,4,5,14
7,13868,236,1659,0,3.571428571,4,1,34,8,0,17,0,http://www.gvs.tp.edu.tw/Bradesco/,www.gvs.tp.edu.tw,2.6,1,/Bradesco/,3,5,8,8
